,n_word,n_firstSound,n_word_len,adj,adj_len,ncomp,ncomp_len,ncomp_lemma,ncomp_lemma_len,nmod,nmod_len,nmod_lemma,nmod_lemma_len,n_id,sen_id
18828.0,proclaimers,Consonant,11,,0,,0,,0,homosexuality,13,homosexuality,13,53,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0057
18829.0,homosexuality,Consonant,13,,0,,0,,0,,0,,0,55,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0057
18830.0,aversion,Consonant,8,,0,,0,,0,religion,8,religion,8,57,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0057
18831.0,religion,Consonant,8,,0,,0,,0,,0,,0,59,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0057
18832.0,destruction,Consonant,11,,0,,0,,0,values,6,value,5,61,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0057
18833.0,family,Consonant,6,,0,,0,,0,,0,,0,63,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0057
18834.0,values,Consonant,6,,0,family,6,family,6,,0,,0,64,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0057
18835.0,dissipation,Consonant,11,,0,,0,,0,,0,,0,66,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0057
18836.0,illness,Vowel,7,mental,6,,0,,0,,0,,0,69,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0057
18837.0,antisocialism,Consonant,13,,0,,0,,0,,0,,0,71,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0057
18838.0,fact,Consonant,4,,0,,0,,0,,0,,0,2,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0058
18839.0,apprentice,Consonant,10,,0,,0,,0,,0,,0,5,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0058
18840.0,musicians,Consonant,9,bad,3,apprentice,10,apprentice,10,,0,,0,6,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0058
18841.0,fame,Consonant,4,giant,5,,0,,0,,0,,0,19,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0058
18842.0,musicians,Consonant,9,"real, quality","4, 7",,0,,0,,0,,0,26,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0058
18843.0,forces,Consonant,6,,0,,0,,0,,0,,0,33,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0058
18844.0,process,Consonant,7,,0,,0,,0,,0,,0,42,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0058
18845.0,humanity,Consonant,8,ill,3,,0,,0,,0,,0,4,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
18846.0,families,Consonant,8,,0,,0,,0,,0,,0,7,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
18847.0,values,Consonant,6,"twisted, moral","7, 5",,0,,0,,0,,0,11,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
18848.0,homosexuality,Consonant,13,manifest,8,,0,,0,beings,6,being,5,16,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
18849.0,beings,Consonant,6,human,5,,0,,0,,0,,0,19,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
18850.0,feminism,Consonant,8,,0,,0,,0,,0,,0,23,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
18851.0,rebellion,Consonant,9,natural,7,feminism,8,feminism,8,,0,,0,24,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
18852.0,drug,Consonant,4,,0,,0,,0,,0,,0,26,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
18853.0,addiction,Consonant,9,,0,drug,4,drug,4,,0,,0,27,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
18854.0,outlines,Vowel,8,"corrupt, social","7, 6",,0,,0,,0,,0,31,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
18855.0,youths,Consonant,6,mad,3,,0,,0,direction,9,direction,9,34,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
18856.0,direction,Consonant,9,,0,,0,,0,,0,,0,36,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
18857.0,non,Consonant,3,,0,,0,,0,hierarchies,11,hierarchy,9,38,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
18858.0,hierarchies,Consonant,11,,0,,0,,0,,0,,0,41,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
18859.0,nations,Consonant,7,,0,,0,,0,,0,,0,44,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
18860.0,misanthropy,Consonant,11,,0,,0,,0,,0,,0,46,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
18861.0,misogyny,Consonant,8,,0,,0,,0,,0,,0,48,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
18862.0,paedophilia,Consonant,11,,0,,0,,0,,0,,0,50,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
18863.0,lasciviousness,Consonant,14,irrational,10,,0,,0,,0,,0,55,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
18864.0,type,Consonant,4,other,5,,0,,0,aberrations,11,aberration,10,59,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
18865.0,aberrations,Consonant,11,existent,8,,0,,0,,0,,0,62,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
18866.0,manoeuvre,Consonant,9,vast,4,,0,,0,,0,,0,69,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
18867.0,marionettes,Consonant,11,main,4,,0,,0,,0,,0,76,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059
18868.0,misery,Consonant,6,,0,,0,,0,,0,,0,7,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0060
18869.0,curse,Consonant,5,,0,,0,,0,,0,,0,9,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0060
18870.0,house,Consonant,5,,0,,0,,0,,0,,0,12,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0060
18871.0,L.P,Consonant,3,,0,,0,,0,,0,,0,20,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0060
18872.0,CD,Consonant,2,related,7,L.P,3,l.p,3,,0,,0,22,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0060
18873.0,article,Consonant,7,,0,,0,,0,,0,,0,25,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0060
18874.0,curse,Consonant,5,,0,,0,,0,,0,,0,7,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0061
18875.0,house,Consonant,5,,0,,0,,0,,0,,0,11,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0061
18876.0,puppets,Consonant,7,main,4,,0,,0,,0,,0,22,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0061
18877.0,COURT,Consonant,5,HIGH,4,,0,,0,,0,,0,3,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0063
18878.0,Judges,Consonant,6,,0,,0,,0,,0,,0,4,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0064
18879.0,sake,Consonant,4,,0,,0,,0,mankind,7,mankind,7,3,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0065
18880.0,mankind,Consonant,7,,0,,0,,0,,0,,0,5,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0065
18881.0,verdict,Consonant,7,,0,,0,,0,,0,,0,11,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0065
18882.0,friends,Consonant,7,,0,,0,,0,,0,,0,14,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0065
18883.0,Email,Consonant,5,,0,,0,,0,,0,,0,1,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0001
18884.0,Groups,Consonant,6,,0,,0,,0,,0,,0,1,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0002
18885.0,alt.consumers,Consonant,13,,0,,0,,0,,0,,0,3,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0002
18886.0,ba.consumers,Consonant,12,,0,,0,,0,,0,,0,5,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0002
18887.0,misc.consumers,Consonant,14,,0,,0,,0,,0,,0,7,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0002
18888.0,misc.consumers.frugal-living,Consonant,28,,0,,0,,0,,0,,0,9,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0002
18889.0,Attack,Consonant,6,,0,,0,,0,,0,,0,1,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0003
18890.0,Folly,Consonant,5,,0,,0,,0,,0,,0,7,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0003
18891.0,t,Consonant,1,,0,,0,,0,,0,,0,1,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0005
18892.0,Perspective,Consonant,11,,0,,0,,0,,0,,0,10,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0005
18893.0,wires,Consonant,5,,0,,0,,0,,0,,0,2,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0007
18894.0,New,Consonant,3,,0,,0,,0,,0,,0,9,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0007
18895.0,Year,Consonant,4,,0,New,3,new,3,,0,,0,10,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0007
18896.0,reports,Consonant,7,,0,,0,,0,,0,,0,12,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0007
18897.0,administration,Consonant,14,,0,,0,,0,,0,,0,16,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0007
18898.0,attack,Consonant,6,,0,,0,,0,,0,,0,20,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0007
18899.0,administration,Consonant,14,,0,,0,,0,,0,,0,4,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0008
18900.0,allies,Consonant,6,,0,,0,,0,,0,,0,9,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0008
18901.0,strike,Consonant,6,"possible, military","8, 8",,0,,0,sites,5,site,4,14,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0008
18902.0,sites,Consonant,5,nuclear,7,,0,,0,,0,,0,18,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0008
18903.0,media,Consonant,5,,0,,0,,0,,0,,0,29,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0008
18904.0,reports,Consonant,7,German,6,media,5,media,5,,0,,0,30,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0008
18905.0,suggestions,Consonant,11,"similar, earlier","7, 7",,0,,0,media,5,media,5,35,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0008
18906.0,media,Consonant,5,Turkish,7,,0,,0,,0,,0,39,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0008
18907.0,30th,Consonant,4,,0,,0,,0,,0,,0,46,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0008
18908.0,week,Consonant,4,,0,,0,,0,,0,,0,8,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0009
18909.0,intelligence,Vowel,12,,0,,0,,0,,0,,0,18,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0009
18910.0,sources,Consonant,7,,0,intelligence,12,intelligence,12,,0,,0,19,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0009
18911.0,allies,Consonant,6,,0,,0,,0,,0,,0,26,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0009
18912.0,possibilities,Consonant,13,,0,,0,,0,options,7,option,6,38,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0009
18913.0,mullah,Consonant,6,,0,,0,,0,,0,,0,42,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0009
18914.0,regime,Consonant,6,,0,,0,,0,,0,,0,45,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0009
18915.0,line,Consonant,4,,0,,0,,0,,0,,0,47,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0009
18916.0,options,Vowel,7,military,8,,0,,0,,0,,0,51,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0009
18917.0,options,Vowel,7,,0,,0,,0,,0,,0,4,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0010
18918.0,line,Consonant,4,open,4,,0,,0,,0,,0,8,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0010
18919.0,policy,Consonant,6,,0,,0,,0,,0,,0,18,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0010
18920.0,months,Consonant,6,past,4,,0,,0,,0,,0,23,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0010
18921.0,examination,Consonant,11,,0,,0,,0,ramifications,13,ramification,12,2,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0011
18922.0,ramifications,Consonant,13,,0,,0,,0,attack,6,attack,6,5,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0011
18923.0,attack,Consonant,6,,0,,0,,0,,0,,0,9,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0011
18924.0,order,Vowel,5,,0,,0,,0,,0,,0,13,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0011
18925.0,Blowback,Consonant,8,,0,,0,,0,,0,,0,3,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0012
18926.0,elections,Consonant,9,recent,6,,0,,0,,0,,0,3,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0013
18927.0,amalgam,Consonant,7,,0,,0,,0,organizations,13,organization,12,10,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0013
18928.0,organizations,Vowel,13,"fundamentalist, Shi'ite","14, 7",,0,,0,,0,,0,15,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0013
18929.0,connections,Consonant,11,umbilical,9,,0,,0,leadership,10,leadership,10,7,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0014
18930.0,leadership,Consonant,10,Shi'ite,7,,0,,0,,0,,0,12,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0014
18931.0,decades,Consonant,7,,0,,0,,0,,0,,0,18,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0014
18932.0,essence,Consonant,7,,0,,0,,0,,0,,0,2,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0015
18933.0,portion,Consonant,7,significant,11,,0,,0,government,10,government,10,9,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0015
18934.0,government,Consonant,10,Iraqi,5,,0,,0,,0,,0,13,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0015
18935.0,action,Consonant,6,military,8,,0,,0,,0,,0,7,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0016
18936.0,ramifications,Consonant,13,,0,,0,,0,,0,,0,12,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0016
18937.0,days,Consonant,4,first,5,,0,,0,,0,,0,5,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0017
18938.0,troops,Consonant,6,,0,,0,,0,,0,,0,11,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0017
18939.0,deaths,Consonant,6,,0,,0,,0,crash,5,crash,5,22,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0017
18940.0,helicopter,Consonant,10,,0,,0,,0,,0,,0,27,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0017
18941.0,crash,Consonant,5,,0,helicopter,10,helicopter,10,,0,,0,28,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0017
18942.0,violence,Consonant,8,,0,,0,,0,,0,,0,4,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0018
18943.0,forces,Consonant,6,American,8,,0,,0,,0,,0,8,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0018
18944.0,factions,Consonant,8,"disgruntled, Sunni","11, 5",,0,,0,,0,,0,14,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0018
18945.0,militias,Consonant,8,own,3,,0,,0,,0,,0,19,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0018
18946.0,elections,Consonant,9,last,4,,0,,0,,0,,0,24,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0018
18947.0,sham,Consonant,4,,0,,0,,0,,0,,0,27,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0018
18948.0,power,Consonant,5,"little, political","6, 9",,0,,0,,0,,0,33,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0018
18949.0,government,Consonant,10,,0,,0,,0,,0,,0,36,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0018
18950.0,forces,Consonant,6,American,8,,0,,0,,0,,0,12,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0019
18951.0,attacks,Consonant,7,,0,,0,,0,factions,8,faction,7,17,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0019
18952.0,factions,Consonant,8,Sunni,5,,0,,0,,0,,0,20,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0019
18953.0,reprisal,Consonant,8,,0,,0,,0,,0,,0,25,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0019
18954.0,attacks,Consonant,7,,0,reprisal,8,reprisal,8,,0,,0,26,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0019
18955.0,factions,Consonant,8,"Shi'ite, loyal","7, 5",,0,,0,,0,,0,31,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0019
18956.0,result,Consonant,6,,0,,0,,0,,0,,0,2,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0020
18957.0,escalation,Consonant,10,dramatic,8,,0,,0,casualties,10,casualty,8,7,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0020
18958.0,casualties,Consonant,10,,0,,0,,0,,0,,0,12,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0020
18959.0,forces,Consonant,6,,0,,0,,0,,0,,0,15,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0020
18960.0,bases,Consonant,5,,0,,0,,0,,0,,0,25,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0020
18961.0,forces,Consonant,6,,0,,0,,0,,0,,0,29,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0020
18962.0,government,Consonant,10,very,4,,0,,0,,0,,0,38,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0020
18963.0,power,Consonant,5,,0,,0,,0,,0,,0,44,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0020
18964.0,cauldron,Consonant,8,,0,,0,,0,,0,,0,6,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0021
18965.0,chaos,Consonant,5,,0,,0,,0,,0,,0,12,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0021
18966.0,Armaments,Consonant,9,,0,,0,,0,,0,,0,5,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0022
18967.0,years,Consonant,5,last,4,,0,,0,,0,,0,11,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0023
18968.0,forces,Consonant,6,conventional,12,,0,,0,,0,,0,15,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0023
18969.0,sanctions,Consonant,9,grueling,8,,0,,0,,0,,0,20,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0023
18970.0,attacks,Consonant,7,,0,,0,,0,,0,,0,23,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0023
18971.0,wars,Consonant,4,,0,,0,,0,,0,,0,30,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0023
18972.0,army,Consonant,4,conventional,12,,0,,0,,0,,0,5,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0024
18973.0,heyday,Consonant,6,,0,,0,,0,war,3,war,3,13,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0024
18974.0,war,Consonant,3,,0,,0,,0,,0,,0,19,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0024
18975.0,armaments,Consonant,9,,0,,0,,0,,0,,0,22,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0024
18976.0,veterans,Consonant,8,,0,,0,,0,war,3,war,3,27,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0024
18977.0,war,Consonant,3,last,4,,0,,0,,0,,0,31,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0024
18978.0,nation,Consonant,6,,0,,0,,0,,0,,0,36,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0024
18979.0,strength,Consonant,8,"substantial, military","11, 8",,0,,0,,0,,0,40,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0024
18980.0,report,Consonant,6,,0,,0,,0,,0,,0,4,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0025
18981.0,men,Consonant,3,,0,,0,,0,arms,4,arm,3,24,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0025
18982.0,arms,Consonant,4,,0,,0,,0,,0,,0,26,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0025
18983.0,reserves,Consonant,8,,0,,0,,0,,0,,0,30,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0025
18984.0,land,Consonant,4,naval,5,,0,,0,,0,,0,9,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0026
18985.0,warfare,Consonant,7,asymmetrical,12,land,4,land,4,,0,,0,13,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0026
18986.0,military,Consonant,8,,0,,0,,0,,0,,0,3,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0027
18987.0,holdings,Consonant,8,,0,,0,,0,tanks,5,tank,4,6,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0027
18988.0,battle,Consonant,6,,0,,0,,0,,0,,0,10,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0027
18989.0,tanks,Consonant,5,main,4,battle,6,battle,6,,0,,0,11,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0027
18990.0,fighting,Consonant,8,,0,,0,,0,,0,,0,16,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0027
18991.0,vehicles,Consonant,8,"other, armored","5, 7",fighting,8,fighting,8,,0,,0,17,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0027
18992.0,artillery,Consonant,9,,0,,0,,0,,0,,0,20,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0027
18993.0,weapons,Consonant,7,,0,artillery,9,artillery,9,,0,,0,21,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0027
18994.0,combat,Consonant,6,,0,,0,,0,,0,,0,24,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0027
18995.0,aircraft,Consonant,8,,0,combat,6,combat,6,,0,,0,25,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0027
18996.0,attack,Consonant,6,,0,,0,,0,,0,,0,28,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0027
18997.0,helicopters,Consonant,11,,0,attack,6,attack,6,,0,,0,29,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0027
18998.0,submarines,Consonant,10,,0,,0,,0,,0,,0,32,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0027
18999.0,surface,Consonant,7,,0,,0,,0,,0,,0,35,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0027
19000.0,combatants,Consonant,10,,0,surface,7,surface,7,,0,,0,36,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0027
19001.0,ships,Consonant,5,amphibious,10,,0,,0,,0,,0,41,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0027
19002.0,power,Consonant,5,"only, regional, military","4, 8, 8",,0,,0,,0,,0,9,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0028
19003.0,threat,Consonant,6,"significant, conventional, military","11, 12, 8",,0,,0,stability,9,stability,9,16,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0028
